ID,height(cm),weight(kg)
user_7373,147.6,78.3
user_7374,146.2,85.9
user_7375,149.2,106.8
user_7376,133.5,64.6
user_7377,167.2,84.3
user_7378,158.2,84.5
user_7379,143.8,83.8
user_7380,145.4,68.5
user_7381,135.8,86.9
user_7382,155.3,81.5
user_7383,154.8,74.7
user_7384,130.6,67.7
user_7385,169.4,64.1
user_7386,155.6,76.5
user_7387,151.2,74.9
user_7388,160.5,104.3
user_7389,154.3,80.1
user_7390,149.3,98.8
user_7391,139.9,99.7
user_7392,154.5,74.0
user_7393,132.8,100.6
user_7394,189.4,61.4
user_7395,141.6,85.6
user_7396,148.4,86.3
user_7397,139.7,100.7
user_7398,163.4,81.5
user_7399,135.0,80.5
user_7400,152.4,85.5
user_7401,186.5,66.4
user_7402,143.4,71.5
user_7403,141.7,82.5
user_7404,138.7,86.4
user_7405,182.0,63.2
user_7406,146.4,74.3
user_7407,156.3,65.2
user_7408,152.1,101.4
user_7409,139.9,76.1
user_7410,151.2,78.6
user_7411,157.8,66.1
user_7412,178.1,67.3
user_7413,165.8,93.1
user_7414,139.0,60.4
user_7415,155.0,95.3
user_7416,162.4,86.1
user_7417,164.8,65.7
user_7418,145.3,86.7
user_7419,162.3,65.7
user_7420,142.6,94.2
user_7421,147.0,92.9
user_7422,155.1,81.3
user_7423,134.5,73.2
user_7424,161.4,92.8
user_7425,157.2,63.2
user_7426,161.0,109.4
user_7427,171.1,70.5
user_7428,150.2,66.3
user_7429,170.4,76.3
user_7430,148.4,61.2
user_7431,143.6,63.7
user_7432,171.7,79.0
user_7433,133.4,64.4
user_7434,171.2,87.9
user_7435,130.6,109.8
user_7436,165.6,96.9
user_7437,131.3,73.6
user_7438,149.2,81.0
user_7439,152.6,107.8
user_7440,130.2,84.8
user_7441,165.0,82.2
user_7442,149.0,104.9
user_7443,154.3,80.3
user_7444,151.5,70.6
user_7445,133.7,84.4
user_7446,150.7,88.8
user_7447,163.0,65.1
user_7448,135.5,87.9
user_7449,132.6,100.3
user_7450,166.0,96.6
user_7451,155.5,85.6
user_7452,139.2,99.5
user_7453,151.3,72.2
user_7454,145.2,62.6
user_7455,174.9,79.1
user_7456,140.1,75.6
user_7457,138.2,103.5
user_7458,144.5,66.7
user_7459,152.8,60.2
user_7460,160.1,108.9
user_7461,169.5,74.3
user_7462,151.2,69.2
user_7463,170.5,89.6
user_7464,147.2,71.0
user_7465,148.3,81.7
user_7466,134.2,65.2
user_7467,133.4,80.7
user_7468,142.4,82.8
user_7469,140.0,92.1
user_7470,189.4,101.8
user_7471,149.5,93.9
user_7472,138.3,88.0
user_7473,140.1,96.9
user_7474,155.5,80.6
user_7475,161.2,83.2
user_7476,153.9,78.5
user_7477,137.5,102.4
user_7478,130.3,83.0
user_7479,143.5,70.8
user_7480,153.7,104.9
user_7481,177.4,72.8
user_7482,166.0,89.3
user_7483,143.7,74.6
user_7484,183.3,104.5
user_7485,161.8,76.6
user_7486,146.3,89.3
user_7487,142.8,102.7
user_7488,169.6,95.9
user_7489,155.7,88.6
user_7490,168.3,76.2
user_7491,163.9,92.6
user_7492,156.9,106.1
user_7493,146.1,100.8
user_7494,165.3,60.8
user_7495,134.6,69.6
user_7496,147.3,99.7
user_7497,160.7,99.2
user_7498,163.9,80.0
user_7499,153.1,89.2
user_7500,155.1,66.2
user_7501,135.1,69.9
user_7502,165.9,100.4
user_7503,166.8,106.3
user_7504,151.6,82.0
user_7505,152.2,96.8
user_7506,142.7,79.3
user_7507,169.7,87.7
user_7508,177.1,100.4
user_7509,164.0,67.6
user_7510,131.4,71.0
user_7511,169.0,73.3
user_7512,140.0,69.7
user_7513,161.2,69.4
user_7514,146.4,60.1
user_7515,135.9,71.6
user_7516,161.4,107.1
user_7517,173.9,78.5
user_7518,151.6,65.7
user_7519,134.0,89.4
user_7520,148.7,91.6
user_7521,152.2,75.2
user_7522,142.3,75.6
user_7523,163.2,101.1
user_7524,169.9,74.1
user_7525,164.5,69.9
user_7526,140.4,75.4
user_7527,144.3,108.2
user_7528,172.6,74.3
user_7529,139.4,67.6
user_7530,146.9,75.9
user_7531,138.5,86.1
user_7532,147.4,71.9
user_7533,163.8,77.4
user_7534,150.0,77.3
user_7535,141.7,69.2
user_7536,159.4,63.4
user_7537,188.0,76.8
user_7538,182.4,68.0
user_7539,158.7,84.2
user_7540,168.4,95.1
user_7541,137.2,86.4
user_7542,150.9,74.0
user_7543,137.0,96.4
user_7544,155.5,89.7
user_7545,140.9,93.9
user_7546,143.3,100.6
user_7547,157.3,87.3
user_7548,145.4,88.4
user_7549,153.5,92.1
user_7550,170.8,72.5
user_7551,163.3,93.9
user_7552,142.2,91.0
user_7553,188.7,81.6
user_7554,133.9,66.5
user_7555,139.1,79.6
user_7556,155.6,76.7
user_7557,153.9,78.2
user_7558,138.9,81.8
user_7559,130.8,94.8
user_7560,163.2,79.5
user_7561,133.2,102.6
user_7562,184.9,99.0
user_7563,152.2,104.6
user_7564,152.3,103.3
user_7565,165.1,74.8
user_7566,154.0,88.2
user_7567,179.0,107.1
user_7568,168.5,83.3
user_7569,168.5,66.0
user_7570,172.1,100.1
user_7571,156.4,70.4
user_7572,154.5,71.2
user_7573,185.2,81.8
user_7574,142.9,97.3
user_7575,159.9,98.2
user_7576,160.1,107.0
user_7577,145.6,83.2
user_7578,134.3,85.5
user_7579,148.1,70.1
user_7580,183.7,89.4
user_7581,182.6,71.3
user_7582,144.0,98.6
user_7583,140.2,76.1
user_7584,156.5,67.1
user_7585,186.2,98.4
user_7586,170.8,89.5
user_7587,133.2,77.6
user_7588,147.9,80.0
user_7589,148.8,84.1
user_7590,165.7,89.8
user_7591,142.1,70.3
user_7592,146.9,80.9
user_7593,134.7,80.5
user_7594,170.5,70.1
user_7595,177.3,68.0
user_7596,138.7,94.9
user_7597,167.3,60.7
user_7598,153.0,64.3
user_7599,146.0,74.3
user_7600,151.2,106.6
user_7601,136.2,81.6
user_7602,176.0,83.4
user_7603,146.8,93.1
user_7604,134.5,61.2
user_7605,148.9,95.3
user_7606,143.9,69.3
user_7607,147.3,82.2
user_7608,151.8,78.8
user_7609,166.3,61.0
user_7610,145.1,91.8
user_7611,151.7,69.8
user_7612,147.2,78.8
user_7613,139.4,79.1
user_7614,138.2,97.4
user_7615,156.3,78.0
user_7616,133.8,92.1
user_7617,145.4,79.2
user_7618,153.9,78.4
user_7619,145.9,66.8
user_7620,157.5,72.5
user_7621,131.3,64.9
user_7622,146.5,96.4
user_7623,143.8,72.5
user_7624,177.5,60.1
user_7625,183.0,80.7
user_7626,148.6,75.2
user_7627,145.3,101.2
user_7628,164.2,91.4
user_7629,148.6,89.3
user_7630,151.4,75.8
user_7631,169.4,78.7
user_7632,150.2,93.1
user_7633,151.5,74.6
user_7634,160.8,104.9
user_7635,148.6,76.1
user_7636,156.4,69.4
user_7637,153.7,64.2
user_7638,145.6,63.2
user_7639,141.2,79.8
user_7640,149.6,87.2
user_7641,145.9,69.5
user_7642,173.8,80.6
user_7643,147.2,90.4
user_7644,166.7,60.3
user_7645,172.2,94.9
user_7646,180.4,77.0
user_7647,145.4,64.3
user_7648,171.3,64.3
user_7649,132.4,71.0
user_7650,152.6,82.7
user_7651,134.9,73.7
user_7652,140.6,108.1
user_7653,178.5,70.1
user_7654,158.5,74.6
user_7655,144.0,84.1
user_7656,138.0,93.8
user_7657,159.7,70.3
user_7658,149.0,94.9
user_7659,158.6,78.4
user_7660,167.6,92.7
user_7661,145.9,85.8
user_7662,131.8,69.6
user_7663,163.4,91.0
user_7664,162.1,73.9
user_7665,153.7,83.0
user_7666,166.6,88.5
user_7667,157.0,79.7
user_7668,187.4,65.0
user_7669,138.1,61.0
user_7670,134.8,65.4
user_7671,143.5,90.1
user_7672,130.3,109.3
user_7673,144.0,60.7
user_7674,133.1,60.5
user_7675,132.6,77.9
user_7676,149.9,74.2
user_7677,143.5,78.7
user_7678,156.9,66.7
user_7679,159.3,65.5
user_7680,141.0,94.1
user_7681,136.4,106.2
user_7682,133.3,76.1
user_7683,165.1,88.6
user_7684,169.8,80.8
user_7685,152.8,93.8
user_7686,187.0,105.2
user_7687,179.0,97.2
user_7688,156.1,77.5
user_7689,142.3,74.3
user_7690,131.2,67.3
user_7691,148.0,66.8
user_7692,146.5,101.9
user_7693,163.0,76.2
user_7694,136.5,65.9
user_7695,130.2,83.7
user_7696,132.0,106.2
user_7697,163.2,110.0
user_7698,161.9,75.2
user_7699,164.1,84.2
user_7700,140.9,68.5
user_7701,173.0,66.4
user_7702,159.7,64.9
user_7703,135.5,74.5
user_7704,159.5,108.4
user_7705,157.0,75.6
user_7706,159.9,94.0
user_7707,169.5,60.5
user_7708,134.3,61.4
user_7709,153.6,93.9
user_7710,170.0,101.0
user_7711,160.4,84.6
user_7712,139.5,83.0
user_7713,133.9,87.2
user_7714,140.5,68.6
user_7715,152.9,99.4
user_7716,138.3,73.6
user_7717,137.4,75.4
user_7718,151.7,81.4
user_7719,140.6,74.5
user_7720,148.7,76.0
user_7721,164.8,83.5
user_7722,167.7,71.7
user_7723,177.8,95.0
user_7724,148.7,100.2
user_7725,141.9,74.3
user_7726,151.5,68.1
user_7727,161.9,95.3
user_7728,168.8,86.8
user_7729,150.3,89.9
user_7730,143.6,72.7
user_7731,162.8,82.9
user_7732,164.7,80.0
user_7733,158.6,101.6
user_7734,150.0,68.0
user_7735,175.4,90.4
user_7736,130.1,70.7
user_7737,168.2,74.7
user_7738,152.7,72.7
user_7739,150.5,81.7
user_7740,161.3,68.5
user_7741,168.6,73.4
user_7742,161.4,97.7
user_7743,137.6,91.3
user_7744,138.9,97.0
user_7745,151.4,103.6
user_7746,156.0,93.2
user_7747,147.7,97.4
user_7748,149.2,74.1
user_7749,148.1,65.5
user_7750,144.3,104.9
user_7751,137.1,88.4
user_7752,177.0,101.6
user_7753,159.9,81.4
user_7754,169.1,70.2
user_7755,139.2,70.0
user_7756,155.3,82.5
user_7757,154.1,93.4
user_7758,152.0,96.1
user_7759,168.8,64.7
user_7760,163.1,90.7
user_7761,147.3,98.9
user_7762,143.4,96.9
user_7763,164.0,89.0
user_7764,168.8,87.6
user_7765,173.7,92.8
user_7766,159.3,94.5
user_7767,178.6,70.3
user_7768,161.5,103.7
user_7769,148.3,102.8
user_7770,139.8,67.3
user_7771,158.0,94.1
user_7772,150.9,108.9
user_7773,132.2,85.8
user_7774,167.7,100.9
user_7775,161.2,77.7
user_7776,138.5,77.2
user_7777,158.7,61.3
user_7778,167.4,94.8
user_7779,167.4,66.0
user_7780,169.4,103.0
user_7781,153.7,102.9
user_7782,141.3,74.0
user_7783,159.1,107.7
user_7784,138.5,64.5
user_7785,141.2,61.1
user_7786,149.8,67.0
user_7787,153.5,90.0
user_7788,149.4,64.4
user_7789,156.3,100.3
user_7790,149.2,105.6
user_7791,141.7,93.8
user_7792,165.0,107.1
user_7793,136.7,108.2
user_7794,165.2,101.6
user_7795,158.1,62.3
user_7796,146.8,61.8
user_7797,154.4,83.6
user_7798,185.6,66.7
user_7799,171.2,104.6
user_7800,160.3,77.5
user_7801,166.9,94.0
user_7802,169.3,99.8
user_7803,148.5,86.5
user_7804,153.0,95.1
user_7805,188.5,92.4
user_7806,144.5,66.5
user_7807,147.1,78.5
user_7808,140.2,91.4
user_7809,140.0,90.1
user_7810,168.1,65.8
user_7811,154.7,65.0
user_7812,150.3,61.1
user_7813,179.8,87.4
user_7814,147.8,84.6
user_7815,171.9,67.5
user_7816,160.2,82.2
user_7817,183.9,81.6
user_7818,157.7,91.7
user_7819,170.6,89.7
user_7820,167.2,103.8
user_7821,130.5,75.7
user_7822,151.2,86.6
user_7823,162.0,101.3
user_7824,165.9,92.4
user_7825,152.5,75.0
user_7826,167.1,94.1
user_7827,138.3,86.1
user_7828,143.5,76.0
user_7829,163.0,85.6
user_7830,151.0,71.1
user_7831,162.3,102.3
user_7832,149.4,107.8
user_7833,145.2,75.8
user_7834,136.3,102.7
user_7835,167.6,83.4
user_7836,150.0,98.1
user_7837,139.9,100.6
user_7838,179.5,62.2
user_7839,144.2,98.9
user_7840,149.8,91.4
user_7841,138.2,62.6
user_7842,176.0,91.7
user_7843,172.7,88.8
user_7844,155.3,99.1
user_7845,156.9,86.4
user_7846,172.0,81.3
user_7847,167.9,60.7
user_7848,160.5,76.2
user_7849,157.4,77.8
user_7850,159.6,66.7
user_7851,157.6,95.1
user_7852,134.0,99.6
user_7853,149.7,99.3
user_7854,146.5,93.9
user_7855,136.5,82.3
user_7856,159.1,84.5
user_7857,150.6,80.7
user_7858,163.3,82.9
user_7859,171.1,82.6
user_7860,160.0,91.0
user_7861,153.7,70.2
user_7862,175.1,84.5
user_7863,159.5,83.5
user_7864,133.8,88.5
user_7865,146.6,87.2
user_7866,138.9,68.9
user_7867,158.3,82.5
user_7868,172.5,86.8
user_7869,171.6,108.6
user_7870,133.5,70.8
user_7871,143.9,83.1
user_7872,138.6,104.3
user_7873,152.3,67.5
user_7874,158.0,72.8
user_7875,160.5,82.6
user_7876,142.4,99.3
user_7877,149.6,107.7
user_7878,130.9,78.9
user_7879,164.4,82.2
user_7880,161.2,91.8
user_7881,179.6,77.9
user_7882,157.4,108.7
user_7883,163.0,68.8
user_7884,144.8,100.6
user_7885,137.2,93.1
user_7886,180.4,94.6
user_7887,164.8,73.1
user_7888,165.2,81.1
user_7889,153.4,64.5
user_7890,158.0,68.7
user_7891,146.6,76.9
user_7892,158.6,71.1
user_7893,159.3,72.5
user_7894,152.1,82.4
user_7895,130.5,87.1
user_7896,177.6,65.9
user_7897,166.0,72.7
user_7898,146.1,82.4
user_7899,179.2,107.3
user_7900,166.3,77.4
user_7901,174.7,61.0
user_7902,133.1,79.7
user_7903,176.8,70.9
user_7904,142.1,88.1
user_7905,177.8,71.9
user_7906,131.3,107.3
user_7907,147.8,84.6
user_7908,156.9,81.1
user_7909,138.3,79.9
user_7910,164.3,82.5
user_7911,160.2,84.7
user_7912,142.8,99.1
user_7913,170.4,65.0
user_7914,150.6,71.9
user_7915,137.0,87.3
user_7916,173.9,72.4
user_7917,152.1,86.1
user_7918,174.2,75.1
user_7919,135.5,104.1
user_7920,140.0,83.6
user_7921,175.1,81.3
user_7922,153.8,73.4
user_7923,138.6,107.5
user_7924,158.5,89.7
user_7925,188.8,95.9
user_7926,139.6,73.9
user_7927,178.0,87.4
user_7928,180.6,88.4
user_7929,141.1,80.4
user_7930,155.7,81.1
user_7931,145.6,96.8
user_7932,175.4,68.2
user_7933,138.0,100.8
user_7934,142.0,68.6
user_7935,139.5,76.7
user_7936,138.3,68.4
user_7937,161.2,71.2
user_7938,167.5,69.8
user_7939,153.0,62.4
user_7940,178.3,107.6
user_7941,173.3,60.7
user_7942,164.4,63.7
user_7943,170.7,90.9
user_7944,152.1,76.5
user_7945,162.9,64.6
user_7946,156.2,78.2
user_7947,132.4,107.6
user_7948,151.6,80.4
user_7949,165.7,62.4
user_7950,132.7,72.9
user_7951,182.7,71.8
user_7952,150.2,102.0
user_7953,170.2,103.8
user_7954,146.7,73.0
user_7955,132.6,64.1
user_7956,164.4,100.6
user_7957,172.8,79.0
user_7958,143.7,95.6
user_7959,168.0,96.4
user_7960,159.8,68.5
user_7961,157.6,102.9
user_7962,144.3,89.2
user_7963,161.7,64.2
user_7964,153.1,64.2
user_7965,140.4,82.2
user_7966,146.8,63.1
user_7967,168.3,69.4
user_7968,168.2,94.4
user_7969,174.1,84.5
user_7970,171.6,80.5
user_7971,153.9,96.6
user_7972,186.2,60.9
user_7973,158.4,101.1
user_7974,141.2,73.1
user_7975,181.6,96.1
user_7976,172.8,64.6
user_7977,137.9,96.7
user_7978,180.5,77.6
user_7979,150.3,70.2
user_7980,174.0,64.2
user_7981,136.1,97.0
user_7982,155.6,99.2
user_7983,139.9,82.7
user_7984,144.2,77.8
user_7985,153.0,71.3
user_7986,163.3,69.3
user_7987,158.8,87.9
user_7988,173.4,81.0
user_7989,138.9,103.5
user_7990,189.5,69.6
user_7991,179.0,100.3
user_7992,131.9,81.1
user_7993,160.3,91.6
user_7994,138.0,68.7
user_7995,142.8,87.4
user_7996,167.7,81.2
user_7997,140.9,92.0
user_7998,153.2,76.3
user_7999,159.3,86.0
user_8000,161.6,85.9
user_8001,139.1,76.2
user_8002,139.1,85.1
user_8003,173.8,100.3
user_8004,157.6,79.3
user_8005,153.1,60.8
user_8006,156.6,68.1
user_8007,181.0,83.0
user_8008,140.2,67.9
user_8009,161.8,91.2
user_8010,166.7,81.2
user_8011,134.3,99.2
user_8012,152.1,106.4
user_8013,137.9,73.3
user_8014,173.9,84.4
user_8015,165.6,64.2
user_8016,161.1,99.3
user_8017,173.1,72.8
user_8018,161.5,79.9
user_8019,136.1,88.6
user_8020,149.1,74.7
user_8021,157.0,108.0
user_8022,135.9,98.6
user_8023,170.0,81.0
user_8024,150.1,99.1
user_8025,165.2,77.5
user_8026,155.6,74.0
user_8027,137.6,78.8
user_8028,140.3,61.0
user_8029,164.5,83.9
user_8030,161.4,100.5
user_8031,149.0,73.9
user_8032,142.0,84.4
user_8033,138.0,87.7
user_8034,142.5,97.7
user_8035,177.6,64.2
user_8036,153.6,88.8
user_8037,138.5,80.3
user_8038,145.8,69.2
user_8039,140.9,75.0
user_8040,165.6,103.6
user_8041,186.4,82.4
user_8042,167.5,82.1
user_8043,137.3,93.9
user_8044,134.8,85.6
user_8045,144.3,90.9
user_8046,136.4,60.1
user_8047,139.8,99.4
user_8048,161.5,68.6
user_8049,150.0,103.1
user_8050,161.4,80.5
user_8051,154.9,62.3
user_8052,140.3,97.6
user_8053,154.3,107.7
user_8054,161.2,61.9
user_8055,152.9,83.8
user_8056,136.3,63.2
user_8057,165.1,67.1
user_8058,173.8,60.0
user_8059,139.8,83.1
user_8060,148.8,75.2
user_8061,130.5,103.7
user_8062,161.8,85.4
user_8063,139.6,64.2
user_8064,169.0,80.7
user_8065,169.7,64.0
user_8066,133.3,97.1
user_8067,136.5,72.1
user_8068,158.5,92.1
user_8069,164.9,109.4
user_8070,145.0,107.2
user_8071,164.4,94.7
user_8072,166.7,80.9
user_8073,139.5,94.0
user_8074,157.2,103.9
user_8075,141.5,100.7
user_8076,165.6,68.0
user_8077,172.1,73.5
user_8078,151.6,89.4
user_8079,146.9,96.9
user_8080,151.2,75.0
user_8081,150.5,61.5
user_8082,158.4,68.1
user_8083,143.0,69.0
user_8084,180.4,91.3
user_8085,152.8,72.3
user_8086,167.3,76.6
user_8087,157.7,65.4
user_8088,132.6,61.4
user_8089,148.1,80.8
user_8090,174.7,91.4
user_8091,145.9,68.1
user_8092,132.4,79.9
user_8093,134.6,81.7
user_8094,168.4,77.9
user_8095,148.1,63.8
user_8096,151.0,103.4
user_8097,155.1,66.2
user_8098,144.0,100.4
user_8099,166.9,86.2
user_8100,130.6,93.4
user_8101,164.8,91.2
user_8102,166.5,74.2
user_8103,161.8,83.1
user_8104,160.3,89.3
user_8105,140.6,83.7
user_8106,131.8,99.4
user_8107,172.0,91.6
user_8108,149.8,80.3
user_8109,159.3,64.3
user_8110,141.5,66.5
user_8111,169.6,60.0
user_8112,155.6,103.2
user_8113,178.3,85.6
user_8114,138.4,86.7
user_8115,179.5,91.2
user_8116,153.5,62.7
user_8117,155.9,70.2
user_8118,134.6,83.0
user_8119,165.1,107.4
user_8120,181.7,71.7
user_8121,178.5,105.5
user_8122,150.9,71.5
user_8123,149.1,97.0
user_8124,140.9,88.1
user_8125,169.9,71.7
user_8126,131.4,103.0
user_8127,167.7,70.1
user_8128,144.4,75.2
user_8129,134.6,63.8
user_8130,135.9,96.5
user_8131,166.7,62.5
user_8132,166.5,84.5
user_8133,188.2,96.8
user_8134,157.2,98.9
user_8135,142.5,94.2
user_8136,144.4,91.5
user_8137,163.3,74.7
user_8138,159.5,104.2
user_8139,139.3,77.9
user_8140,147.4,99.8
user_8141,132.7,94.0
user_8142,179.0,76.7
user_8143,146.5,68.9
user_8144,186.1,65.6
user_8145,167.8,98.9
user_8146,148.8,107.0
user_8147,178.1,64.4
user_8148,166.8,70.4
user_8149,161.4,104.8
user_8150,182.2,102.9
user_8151,147.0,61.6
user_8152,168.9,73.9
user_8153,137.4,84.7
user_8154,180.6,73.3
user_8155,160.8,86.3
user_8156,134.1,105.9
user_8157,148.4,74.1
user_8158,175.3,84.8
user_8159,148.8,98.0
user_8160,139.6,69.9
user_8161,145.8,87.5
user_8162,130.0,80.4
user_8163,186.5,104.3
user_8164,136.4,84.3
user_8165,171.8,81.8
user_8166,140.5,77.7
user_8167,140.8,83.8
user_8168,133.5,96.1
user_8169,164.8,83.6
user_8170,156.5,61.6
user_8171,154.3,67.0
user_8172,168.9,107.3
user_8173,156.9,83.0
user_8174,158.1,105.3
user_8175,167.5,77.7
user_8176,158.2,97.8
user_8177,179.8,106.1
user_8178,170.7,84.4
user_8179,140.2,73.6
user_8180,150.7,67.3
user_8181,170.8,82.9
user_8182,165.1,74.8
user_8183,140.4,75.0
user_8184,164.4,96.2
user_8185,165.5,89.5
user_8186,144.5,82.9
user_8187,142.7,64.8
user_8188,131.3,63.7
user_8189,137.2,76.5
user_8190,147.6,91.6
user_8191,142.1,64.6
user_8192,156.9,72.1
user_8193,142.0,91.3
user_8194,142.5,60.2
user_8195,138.5,99.1
user_8196,130.7,85.7
user_8197,180.1,100.4
user_8198,155.7,108.3
user_8199,132.1,85.7
user_8200,167.9,74.4
user_8201,131.2,78.1
user_8202,166.8,91.2
user_8203,137.8,61.3
user_8204,144.4,108.4
user_8205,183.9,101.5
user_8206,165.5,72.8
user_8207,165.7,93.8
user_8208,131.2,71.7
user_8209,172.3,68.0
user_8210,166.2,66.9
user_8211,157.5,73.4
user_8212,136.3,96.0
user_8213,171.8,75.6
user_8214,159.9,107.8
user_8215,150.3,77.3
user_8216,175.8,79.5
user_8217,132.7,96.0
user_8218,177.6,104.5
user_8219,136.9,83.7
user_8220,137.2,98.3
user_8221,156.5,64.2
user_8222,143.6,61.4
user_8223,173.1,94.3
user_8224,173.1,81.8
user_8225,169.1,81.9
user_8226,143.4,77.4
user_8227,159.7,93.8
user_8228,138.7,74.5
user_8229,158.4,98.1
user_8230,152.7,88.1
user_8231,138.9,76.5
user_8232,172.8,80.5
user_8233,173.1,69.5
user_8234,146.9,62.4
user_8235,177.2,80.6
user_8236,145.0,94.7
user_8237,150.4,101.6
user_8238,163.8,88.4
user_8239,171.4,100.6
user_8240,139.0,82.0
user_8241,162.8,84.4
user_8242,170.2,99.4
user_8243,153.1,89.6
user_8244,148.7,66.4
user_8245,143.2,69.6
user_8246,160.9,72.3
user_8247,155.9,73.5
user_8248,147.3,78.9
user_8249,180.2,71.7
user_8250,174.2,79.3
user_8251,149.5,106.9
user_8252,158.0,94.4
user_8253,181.6,66.1
user_8254,161.0,89.3
user_8255,155.6,64.6
user_8256,161.9,79.2
user_8257,147.3,68.9
user_8258,178.7,80.6
user_8259,130.0,64.3
user_8260,183.7,84.9
user_8261,143.8,65.9
user_8262,144.3,96.5
user_8263,171.1,73.2
user_8264,149.0,107.7
user_8265,156.4,93.1
user_8266,136.8,85.9
user_8267,167.8,101.8
user_8268,159.5,93.3
user_8269,144.8,91.2
user_8270,161.7,109.2
user_8271,167.0,100.6
user_8272,155.2,73.7
user_8273,160.5,98.1
user_8274,164.3,89.0
user_8275,131.2,60.4
user_8276,149.1,87.1
user_8277,161.5,88.6
user_8278,154.0,97.6
user_8279,163.9,101.1
user_8280,167.5,109.2
user_8281,166.9,90.2
user_8282,156.2,61.2
user_8283,150.5,74.9
user_8284,150.3,97.8
user_8285,144.1,88.9
user_8286,169.3,79.8
user_8287,155.4,68.1
user_8288,157.4,83.9
user_8289,134.0,79.4
user_8290,160.9,96.0
user_8291,138.9,70.1
user_8292,161.5,80.9
user_8293,137.5,99.5
user_8294,143.7,64.4
user_8295,163.7,75.5
user_8296,168.0,63.6
user_8297,145.0,93.6
user_8298,165.7,105.9
user_8299,168.2,63.8
user_8300,138.3,88.7
user_8301,147.6,64.2
user_8302,133.6,68.2
user_8303,153.4,64.0
user_8304,157.0,93.4
user_8305,151.4,93.6
user_8306,136.4,62.8
user_8307,160.2,109.7
user_8308,168.5,71.2
user_8309,145.6,62.0
user_8310,145.7,84.0
user_8311,133.4,108.5
user_8312,143.0,75.6
user_8313,147.0,73.4
user_8314,144.8,74.0
user_8315,160.3,81.7
user_8316,144.5,107.2
user_8317,139.8,74.2
user_8318,153.2,105.0
user_8319,163.8,68.6
user_8320,136.3,76.8
user_8321,170.0,76.2
user_8322,177.1,94.1
user_8323,147.6,104.1
user_8324,156.3,72.6
user_8325,142.9,83.6
user_8326,155.2,87.9
user_8327,135.2,65.2
user_8328,158.3,60.6
user_8329,171.1,87.0
user_8330,161.5,66.1
user_8331,142.4,70.7
user_8332,151.5,83.2
user_8333,134.0,79.1
user_8334,158.5,94.3
user_8335,136.3,74.7
user_8336,169.6,109.6
user_8337,161.4,92.6
user_8338,165.0,95.0
user_8339,136.7,60.9
user_8340,179.1,75.5
user_8341,157.6,99.8
user_8342,157.0,81.2
user_8343,145.1,83.8
user_8344,153.8,97.4
user_8345,149.5,91.3
user_8346,139.7,71.9
user_8347,150.7,69.1
user_8348,151.1,69.4
user_8349,142.8,68.5
user_8350,164.8,66.4
user_8351,168.7,101.4
user_8352,185.8,94.3
user_8353,160.2,109.1
user_8354,142.5,67.2
user_8355,155.9,107.7
user_8356,148.2,91.4
user_8357,180.0,74.6
user_8358,142.8,98.6
user_8359,154.9,84.6
user_8360,169.2,79.0
user_8361,147.4,91.5
user_8362,145.0,78.7
user_8363,173.9,83.2
user_8364,149.8,68.7
user_8365,161.0,105.2
user_8366,185.9,68.7
user_8367,152.0,75.7
user_8368,165.4,71.4
user_8369,149.4,88.5
user_8370,149.5,74.4
user_8371,176.8,88.4
user_8372,135.3,82.4
user_8373,157.0,71.0
user_8374,131.9,78.5
user_8375,175.5,108.9
user_8376,142.5,66.9
user_8377,171.5,88.9
user_8378,157.6,67.4
user_8379,144.5,80.0
user_8380,132.5,79.9
user_8381,166.1,95.7
user_8382,161.1,86.0
user_8383,161.5,98.2
user_8384,171.4,85.6
user_8385,159.0,87.6
user_8386,146.8,69.1
user_8387,163.9,106.0
user_8388,132.7,62.8
user_8389,141.2,76.2
user_8390,177.1,74.0
user_8391,157.9,79.5
user_8392,169.5,93.8
user_8393,174.8,62.2
user_8394,150.7,106.7
user_8395,158.0,83.3
user_8396,184.3,87.3
user_8397,163.5,77.0
user_8398,181.0,88.6
user_8399,164.6,68.4
user_8400,184.3,101.2
user_8401,174.9,66.2
user_8402,146.8,79.4
user_8403,154.4,85.1
user_8404,181.5,66.9
user_8405,150.2,65.2
user_8406,132.8,93.7
user_8407,132.4,77.4
user_8408,145.9,81.3
user_8409,186.9,108.0
user_8410,173.2,65.2
user_8411,145.7,70.5
user_8412,154.6,104.3
user_8413,130.5,93.3
user_8414,140.9,82.7
user_8415,185.6,70.2
user_8416,151.1,70.0
user_8417,153.2,103.6
user_8418,172.7,69.0
user_8419,181.0,99.0
user_8420,160.6,86.1
user_8421,141.6,109.1
user_8422,143.9,75.6
user_8423,172.4,61.4
user_8424,163.3,87.0
user_8425,176.6,103.2
user_8426,138.2,64.2
user_8427,155.6,64.1
user_8428,136.4,102.4
user_8429,160.0,84.7
user_8430,176.3,91.0
user_8431,143.2,80.9
user_8432,151.7,76.1
user_8433,170.0,104.7
user_8434,184.7,72.5
user_8435,143.0,69.5
user_8436,169.4,87.8
user_8437,163.2,82.7
user_8438,171.3,63.5
user_8439,171.1,83.3
user_8440,187.1,80.3
user_8441,148.0,73.9
user_8442,164.6,99.8
user_8443,159.7,95.9
user_8444,183.2,85.8
user_8445,175.6,64.6
user_8446,152.7,83.5
user_8447,154.7,73.2
