학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
문태중학교,전남,일반중학교,530,38
목포홍일중학교,전남,일반중학교,500,34
영흥중학교,전남,일반중학교,621,40
목포덕인중학교,전남,일반중학교,440,31
목포정명여자중학교,전남,일반중학교,513,38
목포혜인여자중학교,전남,일반중학교,474,34
목포영화중학교,전남,일반중학교,511,36
여수중학교,전남,일반중학교,319,30
여수구봉중학교,전남,일반중학교,301,29
충덕중학교,전남,일반중학교,263,24
여수여자중학교,전남,일반중학교,317,27
진남여자중학교,전남,일반중학교,320,28
여수문수중학교,전남,일반중학교,514,43
여천중학교,전남,일반중학교,538,39
여선중학교,전남,일반중학교,526,41
율촌중학교,전남,일반중학교,52,12
돌산중학교,전남,일반중학교,12,10
돌산중앙중학교,전남,일반중학교,20,11
여남중학교,전남,일반중학교,23,10
거문중학교,전남,일반중학교,16,9
화양중학교,전남,일반중학교,83,16
여수개도중학교,전남,일반중학교,15,9
무선중학교,전남,일반중학교,370,30
안산중학교,전남,일반중학교,528,43
화양중학교화양남분교장,전남,일반중학교,11,9
여수삼일중학교,전남,일반중학교,565,44
여수종고중학교,전남,일반중학교,320,26
진성여자중학교,전남,일반중학교,280,21
여수중앙여자중학교,전남,일반중학교,222,19
여양중학교,전남,일반중학교,50,9
여도중학교,전남,일반중학교,512,39
여수웅천중학교,전남,일반중학교,720,52
순천삼산중학교,전남,일반중학교,800,59
순천이수중학교,전남,일반중학교,152,17
순천여자중학교,전남,일반중학교,220,23
순천동산여자중학교,전남,일반중학교,181,20
순천연향중학교,전남,일반중학교,571,47
순천남산중학교,전남,일반중학교,681,52
순천신흥중학교,전남,일반중학교,331,27
순천월전중학교,전남,일반중학교,32,11
순천주암중학교,전남,일반중학교,23,9
순천승남중학교,전남,일반중학교,19,10
순천낙안중학교,전남,일반중학교,41,9
순천별량중학교,전남,일반중학교,127,19
순천승평중학교,전남,일반중학교,819,55
순천금당중학교,전남,일반중학교,713,55
순천팔마중학교,전남,일반중학교,626,46
순천풍덕중학교,전남,일반중학교,456,38
순천향림중학교,전남,일반중학교,619,52
순천왕의중학교,전남,일반중학교,566,46
순천승주중학교,전남,일반중학교,25,9
순천왕운중학교,전남,일반중학교,665,52
순천매산중학교,전남,일반중학교,624,44
나주중학교,전남,일반중학교,366,35
영산포여자중학교,전남,일반중학교,75,18
나주금천중학교,전남,일반중학교,526,53
나주다시중학교,전남,일반중학교,26,12
나주공산중학교,전남,일반중학교,20,10
남평중학교,전남,일반중학교,238,23
남평중학교다도분교장,전남,일반중학교,26,9
나주동강중학교,전남,일반중학교,15,9
나주봉황중학교,전남,일반중학교,27,11
나주문평중학교,전남,일반중학교,10,10
나주반남중학교,전남,일반중학교,27,11
노안중학교,전남,일반중학교,21,10
빛가람중학교,전남,일반중학교,562,54
매성중학교,전남,일반중학교,571,50
금성중학교,전남,일반중학교,135,14
영산중학교,전남,일반중학교,85,14
세지중학교,전남,일반중학교,103,13
광양중학교,전남,일반중학교,413,38
광양여자중학교,전남,일반중학교,361,29
옥곡중학교,전남,일반중학교,23,10
진상중학교,전남,일반중학교,15,10
광양진월중학교,전남,일반중학교,24,9
광양다압중학교,전남,일반중학교,22,11
광양골약중학교,전남,일반중학교,108,15
동광양중학교,전남,일반중학교,499,43
광영중학교,전남,일반중학교,340,31
광양중동중학교,전남,일반중학교,402,34
광양백운중학교,전남,일반중학교,621,50
광양제철중학교,전남,일반중학교,467,34
광양마동중학교,전남,일반중학교,566,47
광양용강중학교,전남,일반중학교,653,54
담양중학교,전남,일반중학교,216,26
담양여자중학교,전남,일반중학교,204,25
한재중학교,전남,일반중학교,86,16
창평중학교,전남,일반중학교,64,13
담양금성중학교,전남,일반중학교,14,10
담양수북중학교,전남,일반중학교,95,14
담양고서중학교,전남,일반중학교,43,12
곡성중학교,전남,일반중학교,269,30
석곡중학교,전남,일반중학교,31,10
옥과중학교,전남,일반중학교,148,18
구례중학교,전남,일반중학교,197,24
구례여자중학교,전남,일반중학교,175,20
구례동중학교,전남,일반중학교,14,10
구례북중학교,전남,일반중학교,26,10
구례산동중학교,전남,일반중학교,36,11
고흥중학교,전남,일반중학교,239,24
고흥여자중학교,전남,일반중학교,220,23
녹동중학교,전남,일반중학교,175,21
고흥풍양중학교,전남,일반중학교,28,9
고흥도덕중학교,전남,일반중학교,29,10
금산중학교,전남,일반중학교,37,12
고흥도화중학교,전남,일반중학교,24,10
포두중학교,전남,일반중학교,36,10
봉래중학교,전남,일반중학교,12,10
고흥백양중학교,전남,일반중학교,12,9
고흥점암중앙중학교,전남,일반중학교,20,11
고흥과역중학교,전남,일반중학교,15,11
고흥남양중학교,전남,일반중학교,12,10
동강중학교,전남,일반중학교,36,10
고흥대서중학교,전남,일반중학교,37,9
보성중학교,전남,일반중학교,118,17
보성여자중학교,전남,일반중학교,142,16
벌교중학교,전남,일반중학교,45,12
벌교여자중학교,전남,일반중학교,88,15
조성중학교,전남,일반중학교,20,10
보성복내중학교,전남,일반중학교,60,17
보성회천중학교,전남,일반중학교,21,8
예당중학교,전남,일반중학교,45,11
득량중학교,전남,일반중학교,15,9
삼광중학교,전남,일반중학교,46,11
용정중학교,전남,일반중학교,132,15
화순중학교,전남,일반중학교,584,49
화순제일중학교,전남,일반중학교,473,45
화순도곡중학교,전남,일반중학교,53,11
화순이양중학교,전남,일반중학교,9,5
화순사평중학교,전남,일반중학교,14,9
화순도암중학교,전남,일반중학교,8,9
화순동복중학교,전남,일반중학교,18,10
화순북면중학교,전남,일반중학교,8,10
화순동면중학교,전남,일반중학교,30,11
능주중학교,전남,일반중학교,174,18
장흥중학교,전남,일반중학교,222,24
장흥향원중학교,전남,일반중학교,211,23
장흥관산중학교,전남,일반중학교,65,13
장흥장평중학교,전남,일반중학교,21,9
장흥용산중학교,전남,일반중학교,28,9
장흥유치중학교,전남,일반중학교,20,11
장흥안양중학교,전남,일반중학교,29,10
장흥회덕중학교,전남,일반중학교,34,9
대덕중학교,전남,일반중학교,42,12
강진중학교,전남,일반중학교,237,24
강진여자중학교,전남,일반중학교,220,23
성전중학교,전남,일반중학교,21,8
도암중학교,전남,일반중학교,38,11
병영중학교,전남,일반중학교,29,10
강진칠량중학교,전남,일반중학교,19,10
강진대구중학교,전남,일반중학교,13,10
강진작천중학교,전남,일반중학교,16,9
청람중학교,전남,일반중학교,110,23
해남중학교,전남,일반중학교,445,38
해남제일중학교,전남,일반중학교,511,42
북평중학교,전남,일반중학교,31,9
화산중학교,전남,일반중학교,9,9
송지중학교,전남,일반중학교,83,16
황산중학교,전남,일반중학교,40,11
산이중학교,전남,일반중학교,47,11
현산중학교,전남,일반중학교,19,10
두륜중학교,전남,일반중학교,31,9
우수영중학교,전남,일반중학교,57,12
화원중학교,전남,일반중학교,47,9
영암중학교,전남,일반중학교,126,19
영암낭주중학교,전남,일반중학교,61,13
신북중학교,전남,일반중학교,30,10
구림중학교,전남,일반중학교,9,10
영암금정중학교,전남,일반중학교,9,9
영암도포중학교,전남,일반중학교,13,9
영암서호중학교,전남,일반중학교,15,9
영암미암중학교,전남,일반중학교,0,0
삼호중학교,전남,일반중학교,514,43
삼호서중학교,전남,일반중학교,194,24
시종중학교,전남,일반중학교,22,10
영암여자중학교,전남,일반중학교,136,13
무안중학교,전남,일반중학교,93,14
무안북중학교,전남,일반중학교,318,29
무안현경중학교,전남,일반중학교,44,13
무안청계중학교,전남,일반중학교,81,15
무안몽탄중학교,전남,일반중학교,21,11
남악중학교,전남,일반중학교,722,54
오룡중학교,전남,일반중학교,686,46
무안행복중학교,전남,일반중학교,625,46
망운중학교,전남,일반중학교,53,9
해제중학교,전남,일반중학교,55,10
함평중학교,전남,일반중학교,267,32
함평여자중학교,전남,일반중학교,63,15
함평월야중학교,전남,일반중학교,43,14
함평손불중학교,전남,일반중학교,32,10
함평신광중학교,전남,일반중학교,12,10
함평해보중학교,전남,일반중학교,27,11
나산실용예술중학교,전남,일반중학교,80,20
영광백수중학교,전남,일반중학교,14,9
영광중학교,전남,일반중학교,184,20
영광여자중학교,전남,일반중학교,356,31
영광군남중학교,전남,일반중학교,29,10
영광염산중학교,전남,일반중학교,36,11
영광홍농중학교,전남,일반중학교,157,17
영광대마중학교,전남,일반중학교,49,9
법성중학교,전남,일반중학교,49,12
해룡중학교,전남,일반중학교,187,18
성지송학중학교,전남,일반중학교,31,10
장성중학교,전남,일반중학교,180,21
장성여자중학교,전남,일반중학교,182,20
삼계중학교,전남,일반중학교,149,20
장성남중학교,전남,일반중학교,126,17
장성백암중학교,전남,일반중학교,83,18
장성황룡중학교,전남,일반중학교,50,10
장성삼서중학교,전남,일반중학교,33,11
완도중학교,전남,일반중학교,235,25
완도여자중학교,전남,일반중학교,241,24
고금중학교,전남,일반중학교,56,11
청산중학교,전남,일반중학교,19,10
노화중학교,전남,일반중학교,120,18
군외중학교,전남,일반중학교,18,9
금당중학교,전남,일반중학교,11,6
소안중학교,전남,일반중학교,40,9
금일중학교,전남,일반중학교,51,10
약산중학교,전남,일반중학교,22,11
완도신지중학교,전남,일반중학교,27,12
완도보길중학교,전남,일반중학교,55,11
넙도초등학교노화중학교넙도분교장,전남,일반중학교,4,7
금일중학교생일분교장,전남,일반중학교,8,5
진도군내중학교,전남,일반중학교,26,11
고성중학교,전남,일반중학교,77,15
석교중학교,전남,일반중학교,22,12
조도중학교,전남,일반중학교,33,9
진도중학교,전남,일반중학교,299,27
의신중학교,전남,일반중학교,28,9
진도지산중학교,전남,일반중학교,42,9
안좌중학교,전남,일반중학교,31,9
지명중학교,전남,일반중학교,46,13
하의중학교,전남,일반중학교,19,9
자은중학교,전남,일반중학교,27,10
비금중학교,전남,일반중학교,90,16
암태중학교,전남,일반중학교,18,10
임자중학교,전남,일반중학교,48,11
압해중학교,전남,일반중학교,60,15
신안증도중학교,전남,일반중학교,12,9
신안흑산중학교,전남,일반중학교,15,10
신안신의중학교,전남,일반중학교,24,10
장산중학교,전남,일반중학교,13,10
가거도초등학교신안흑산중학교가거도분교장,전남,일반중학교,3,5
율곡고등학교,경북,일반고등학교,420,50
사동고등학교,경북,일반고등학교,768,77
석적고등학교,경북,일반고등학교,574,65
가은고등학교,경북,일반고등학교,56,11
경산고등학교,경북,일반고등학교,756,75
경주여자고등학교,경북,일반고등학교,567,64
계림고등학교,경북,일반고등학교,319,40
구미고등학교,경북,일반고등학교,711,70
구미여자고등학교,경북,일반고등학교,626,66
군위고등학교,경북,일반고등학교,230,38
구미산동고등학교,경북,일반고등학교,584,54
김천예술고등학교,경북,일반고등학교,214,20
금성고등학교,경북,일반고등학교,47,14
금오고등학교,경북,일반고등학교,698,69
금천고등학교,경북,일반고등학교,33,12
포은고등학교,경북,일반고등학교,60,12
김천여자고등학교,경북,일반고등학교,379,44
김천중앙고등학교,경북,일반고등학교,388,51
동명고등학교,경북,일반고등학교,56,14
두호고등학교,경북,일반고등학교,601,61
봉화고등학교,경북,일반고등학교,251,32
경북일고등학교,경북,일반고등학교,575,62
사곡고등학교,경북,일반고등학교,715,75
상모고등학교,경북,일반고등학교,689,65
상주여자고등학교,경북,일반고등학교,342,42
선산고등학교,경북,일반고등학교,265,35
선주고등학교,경북,일반고등학교,728,69
성주고등학교,경북,일반고등학교,249,32
수비고등학교,경북,일반고등학교,24,13
안계고등학교,경북,일반고등학교,93,17
영덕고등학교,경북,일반고등학교,163,23
안동고등학교,경북,일반고등학교,383,44
안동여자고등학교,경북,일반고등학교,363,46
약목고등학교,경북,일반고등학교,271,32
북삼고등학교,경북,일반고등학교,584,64
영양고등학교,경북,일반고등학교,95,16
영주여자고등학교,경북,일반고등학교,377,44
영주제일고등학교,경북,일반고등학교,436,50
영천고등학교,경북,일반고등학교,297,38
영천여자고등학교,경북,일반고등학교,230,35
영해고등학교,경북,일반고등학교,166,25
예천여자고등학교,경북,일반고등학교,302,39
울진고등학교,경북,일반고등학교,393,44
죽변고등학교,경북,일반고등학교,258,32
의성여자고등학교,경북,일반고등학교,145,25
인동고등학교,경북,일반고등학교,737,71
점촌고등학교,경북,일반고등학교,323,36
청송고등학교,경북,일반고등학교,59,14
포항고등학교,경북,일반고등학교,601,61
진보고등학교,경북,일반고등학교,62,14
포항여자고등학교,경북,일반고등학교,575,65
포항이동고등학교,경북,일반고등학교,570,61
현서고등학교,경북,일반고등학교,43,13
화령고등학교,경북,일반고등학교,50,13
후포고등학교,경북,일반고등학교,178,26
경구고등학교,경북,일반고등학교,713,60
경산여자고등학교,경북,일반고등학교,911,77
경안고등학교,경북,일반고등학교,385,38
경일고등학교,경북,일반고등학교,252,30
경안여자고등학교,경북,일반고등학교,319,33
경주고등학교,경북,일반고등학교,592,56
경주화랑고등학교,경북,일반고등학교,80,18
근화여자고등학교,경북,일반고등학교,514,51
길원여자고등학교,경북,일반고등학교,382,39
김천고등학교,경북,일반고등학교,664,50
금오여자고등학교,경북,일반고등학교,700,60
대가야고등학교,경북,일반고등학교,300,31
대구가톨릭대학교사범대학부속무학고등학교,경북,일반고등학교,594,52
대동고등학교,경북,일반고등학교,579,54
대영고등학교,경북,일반고등학교,261,30
대창고등학교,경북,일반고등학교,225,28
도개고등학교,경북,일반고등학교,364,34
동지여자고등학교,경북,일반고등학교,567,56
동지고등학교,경북,일반고등학교,600,58
모계고등학교,경북,일반고등학교,348,31
무산고등학교,경북,일반고등학교,62,12
문경여자고등학교,경북,일반고등학교,335,37
문명고등학교,경북,일반고등학교,457,40
문창고등학교,경북,일반고등학교,354,37
문화고등학교,경북,일반고등학교,583,54
상주고등학교,경북,일반고등학교,387,39
선화여자고등학교,경북,일반고등학교,321,31
성의고등학교,경북,일반고등학교,337,34
우석여자고등학교,경북,일반고등학교,350,39
성의여자고등학교,경북,일반고등학교,262,34
성창여자고등학교,경북,일반고등학교,105,20
성희여자고등학교,경북,일반고등학교,319,33
세명고등학교,경북,일반고등학교,588,57
세화고등학교,경북,일반고등학교,252,31
순심고등학교,경북,일반고등학교,569,53
순심여자고등학교,경북,일반고등학교,435,42
선덕여자고등학교,경북,일반고등학교,539,57
신라고등학교,경북,일반고등학교,350,38
경주예일고등학교,경북,일반고등학교,327,35
안동중앙고등학교,경북,일반고등학교,387,38
영광고등학교,경북,일반고등학교,402,38
영광여자고등학교,경북,일반고등학교,457,43
영남삼육고등학교,경북,일반고등학교,157,18
성주여자고등학교,경북,일반고등학교,263,30
영덕여자고등학교,경북,일반고등학교,139,19
영동고등학교,경북,일반고등학교,373,37
영양여자고등학교,경북,일반고등학교,155,20
영일고등학교,경북,일반고등학교,480,46
영천성남여자고등학교,경북,일반고등학교,265,30
오상고등학교,경북,일반고등학교,731,65
오천고등학교,경북,일반고등학교,554,52
유성여자고등학교,경북,일반고등학교,571,55
의성고등학교,경북,일반고등학교,159,23
이서고등학교,경북,일반고등학교,383,39
진량고등학교,경북,일반고등학교,525,45
청도고등학교,경북,일반고등학교,278,29
청송여자고등학교,경북,일반고등학교,62,15
포항영신고등학교,경북,일반고등학교,448,44
포항예술고등학교,경북,일반고등학교,274,24
포항제철고등학교,경북,일반고등학교,884,66
포항장성고등학교,경북,일반고등학교,594,65
포항중앙고등학교,경북,일반고등학교,570,57
포항동성고등학교,경북,일반고등학교,471,50
포항중앙여자고등학교,경북,일반고등학교,566,55
풍산고등학교,경북,일반고등학교,283,28
하양여자고등학교,경북,일반고등학교,478,47
한일여자고등학교,경북,일반고등학교,361,40
함창고등학교,경북,일반고등학교,262,29
현일고등학교,경북,일반고등학교,716,63
형곡고등학교,경북,일반고등학교,719,64
양덕중학교,경북,일반중학교,690,56
구룡포중학교,경북,일반중학교,35,11
기계중학교기북분교장,경북,일반중학교,8,7
기계중학교,경북,일반중학교,28,10
대도중학교,경북,일반중학교,796,68
대보중학교,경북,일반중학교,12,7
대송중학교,경북,일반중학교,21,11
대흥중학교,경북,일반중학교,402,40
상도중학교,경북,일반중학교,185,25
송도중학교,경북,일반중학교,172,21
송라중학교,경북,일반중학교,15,9
신광중학교,경북,일반중학교,18,11
신흥중학교,경북,일반중학교,565,49
양학중학교,경북,일반중학교,311,31
유강중학교,경북,일반중학교,463,44
포항이동중학교,경북,일반중학교,665,57
창포중학교,경북,일반중학교,654,56
포항중학교,경북,일반중학교,388,34
포항여자중학교,경북,일반중학교,697,55
포항항도중학교,경북,일반중학교,307,33
환호여자중학교,경북,일반중학교,703,60
대동중학교,경북,일반중학교,393,28
동지중학교,경북,일반중학교,261,24
동지여자중학교,경북,일반중학교,199,20
영일중학교,경북,일반중학교,589,46
오천중학교,경북,일반중학교,626,43
장기중학교,경북,일반중학교,157,15
장흥중학교,경북,일반중학교,619,48
포항포은중학교,경북,일반중학교,548,40
서포중학교,경북,일반중학교,12,8
청하중학교,경북,일반중학교,134,18
포항동해중학교,경북,일반중학교,240,25
포항영신중학교,경북,일반중학교,313,23
포항제철중학교,경북,일반중학교,1630,110
흥해중학교,경북,일반중학교,430,39
감포중학교,경북,일반중학교,31,8
경주여자중학교,경북,일반중학교,456,41
계림중학교,경북,일반중학교,489,42
불국중학교,경북,일반중학교,167,18
산내중학교,경북,일반중학교,6,6
서라벌여자중학교,경북,일반중학교,483,43
신라중학교,경북,일반중학교,464,42
아화중학교,경북,일반중학교,34,13
안강중학교,경북,일반중학교,229,28
양남중학교,경북,일반중학교,87,14
양북중학교,경북,일반중학교,38,13
외동중학교,경북,일반중학교,281,35
화랑중학교,경북,일반중학교,614,47
경주중학교,경북,일반중학교,411,31
근화여자중학교,경북,일반중학교,393,30
무산중학교,경북,일반중학교,112,16
문화중학교,경북,일반중학교,383,29
선덕여자중학교,경북,일반중학교,383,28
안강여자중학교,경북,일반중학교,249,21
월성중학교,경북,일반중학교,391,27
감문중학교,경북,일반중학교,22,11
개령중학교,경북,일반중학교,22,10
김천여자중학교,경북,일반중학교,332,29
김천중앙중학교,경북,일반중학교,191,24
율곡중학교,경북,일반중학교,380,34
아포중학교,경북,일반중학교,104,18
어모중학교,경북,일반중학교,16,11
지품천중학교,경북,일반중학교,56,17
운남중학교,경북,일반중학교,594,50
김천중학교,경북,일반중학교,193,19
문성중학교,경북,일반중학교,270,24
김천석천중학교,경북,일반중학교,223,19
성의여자중학교,경북,일반중학교,331,27
성의중학교,경북,일반중학교,205,21
한일여자중학교,경북,일반중학교,323,27
웅부중학교,경북,일반중학교,54,18
길안중학교,경북,일반중학교,23,11
길주중학교,경북,일반중학교,638,55
복주여자중학교,경북,일반중학교,447,40
북후중학교,경북,일반중학교,20,9
안동중학교,경북,일반중학교,518,51
안동여자중학교,경북,일반중학교,451,37
풍천중학교,경북,일반중학교,800,67
경덕중학교,경북,일반중학교,455,34
경안중학교,경북,일반중학교,453,34
경안여자중학교,경북,일반중학교,458,34
일직중학교,경북,일반중학교,31,11
풍산중학교,경북,일반중학교,216,16
해마루중학교,경북,일반중학교,713,56
광평중학교,경북,일반중학교,230,33
구미인덕중학교,경북,일반중학교,825,67
구미신평중학교,경북,일반중학교,351,33
구미여자중학교,경북,일반중학교,349,32
구미중학교,경북,일반중학교,408,42
금오중학교,경북,일반중학교,488,41
도송중학교,경북,일반중학교,698,58
무을중학교,경북,일반중학교,14,8
봉곡중학교,경북,일반중학교,862,69
산동중학교,경북,일반중학교,40,13
상모중학교,경북,일반중학교,606,57
선산중학교,경북,일반중학교,286,30
선주중학교,경북,일반중학교,518,47
송정여자중학교,경북,일반중학교,510,41
오태중학교,경북,일반중학교,317,30
옥계중학교,경북,일반중학교,651,56
옥계동부중학교,경북,일반중학교,803,65
인동중학교,경북,일반중학교,665,58
진평중학교,경북,일반중학교,662,54
천생중학교,경북,일반중학교,694,53
형곡중학교,경북,일반중학교,804,60
형남중학교,경북,일반중학교,414,42
해평중학교,경북,일반중학교,26,9
경구중학교,경북,일반중학교,115,17
도개중학교,경북,일반중학교,47,8
오상중학교,경북,일반중학교,103,19
현일중학교,경북,일반중학교,595,43
단산중학교,경북,일반중학교,17,9
부석중학교,경북,일반중학교,20,12
소수중학교,경북,일반중학교,17,9
영주중학교,경북,일반중학교,359,39
영주여자중학교,경북,일반중학교,394,37
풍기중학교,경북,일반중학교,101,20
금계중학교,경북,일반중학교,97,16
대영중학교,경북,일반중학교,359,29
동산여자중학교,경북,일반중학교,307,26
영광중학교,경북,일반중학교,360,28
영광여자중학교,경북,일반중학교,380,27
별빛중학교,경북,일반중학교,96,24
금호여자중학교,경북,일반중학교,22,9
신녕중학교,경북,일반중학교,30,8
영안중학교,경북,일반중학교,15,10
영천중학교,경북,일반중학교,373,34
영천여자중학교,경북,일반중학교,341,31
청통중학교,경북,일반중학교,8,8
화산중학교,경북,일반중학교,14,6
금호중학교,경북,일반중학교,99,13
산동중학교,경북,일반중학교,26,7
성남여자중학교,경북,일반중학교,340,28
영동중학교,경북,일반중학교,375,32
낙동중학교,경북,일반중학교,7,6
낙운중학교,경북,일반중학교,39,11
내서중학교,경북,일반중학교,50,12
모서중학교,경북,일반중학교,27,11
상주중학교,경북,일반중학교,357,35
상주여자중학교,경북,일반중학교,362,36
은척중학교,경북,일반중학교,12,6
중모중학교,경북,일반중학교,34,10
청리중학교,경북,일반중학교,28,14
화동중학교,경북,일반중학교,25,10
화령중학교,경북,일반중학교,49,13
화북중학교,경북,일반중학교,17,10
남산중학교,경북,일반중학교,372,29
상지여자중학교,경북,일반중학교,85,12
성신여자중학교,경북,일반중학교,360,29
용운중학교,경북,일반중학교,21,10
함창중학교,경북,일반중학교,146,17
가은중학교,경북,일반중학교,69,11
동로중학교,경북,일반중학교,21,9
마성중학교,경북,일반중학교,19,10
문경중학교,경북,일반중학교,268,29
문경여자중학교,경북,일반중학교,503,45
문경서중학교,경북,일반중학교,86,17
산북중학교,경북,일반중학교,18,11
산양중학교,경북,일반중학교,26,12
점촌중학교,경북,일반중학교,281,24
압량중학교,경북,일반중학교,344,33
경산중학교,경북,일반중학교,682,58
사동중학교,경북,일반중학교,686,63
신상중학교,경북,일반중학교,338,39
삼성현중학교,경북,일반중학교,629,51
용성중학교,경북,일반중학교,50,13
자인중학교,경북,일반중학교,25,10
장산중학교,경북,일반중학교,722,57
경산여자중학교,경북,일반중학교,812,59
문명중학교,경북,일반중학교,336,23
경산제일중학교,경북,일반중학교,40,8
진량중학교,경북,일반중학교,373,30
하양여자중학교,경북,일반중학교,463,40
대구가톨릭대학교사범대학부속무학중학교,경북,일반중학교,582,46
군위중학교,경북,일반중학교,184,21
부계중학교,경북,일반중학교,15,10
군위중학교우보분교장,경북,일반중학교,3,4
의흥중학교,경북,일반중학교,24,11
효령중학교,경북,일반중학교,19,11
경북중부중학교,경북,일반중학교,32,16
금성중학교,경북,일반중학교,19,9
다인중학교,경북,일반중학교,26,10
봉양중학교,경북,일반중학교,25,9
안계중학교,경북,일반중학교,54,13
옥산중학교,경북,일반중학교,10,5
의성중학교,경북,일반중학교,171,26
의성여자중학교,경북,일반중학교,135,22
삼성중학교,경북,일반중학교,37,9
탑리여자중학교,경북,일반중학교,20,9
구천중학교,경북,일반중학교,13,9
안덕중학교,경북,일반중학교,22,13
진보중학교,경북,일반중학교,33,7
청송중학교부동분교장,경북,일반중학교,5,8
청송중학교,경북,일반중학교,64,11
현서중학교,경북,일반중학교,31,8
진성중학교,경북,일반중학교,42,12
청송여자중학교,경북,일반중학교,72,12
현동중학교,경북,일반중학교,17,11
석보중학교,경북,일반중학교,13,5
수비중학교,경북,일반중학교,14,8
영양중학교,경북,일반중학교,119,19
영양여자중학교,경북,일반중학교,99,12
강구중학교,경북,일반중학교,94,18
남정중학교,경북,일반중학교,10,7
병곡중학교,경북,일반중학교,17,9
영덕중학교,경북,일반중학교,117,20
영해중학교,경북,일반중학교,137,20
지품중학교,경북,일반중학교,10,8
축산중학교,경북,일반중학교,12,7
영덕여자중학교,경북,일반중학교,141,16
금천중학교,경북,일반중학교,24,10
매전중학교,경북,일반중학교,19,13
풍각중학교,경북,일반중학교,49,11
모계중학교,경북,일반중학교,169,17
이서중학교,경북,일반중학교,125,15
청도중학교,경북,일반중학교,168,17
고령중학교,경북,일반중학교,240,29
성산중학교,경북,일반중학교,23,13
고령중학교개진분교장,경북,일반중학교,7,8
쌍림중학교,경북,일반중학교,33,13
우곡중학교,경북,일반중학교,5,7
다산중학교,경북,일반중학교,195,22
성주중학교가천분교장,경북,일반중학교,14,6
벽진중학교,경북,일반중학교,17,11
성주중학교,경북,일반중학교,210,31
용암중학교,경북,일반중학교,13,11
초전중학교,경북,일반중학교,49,15
명인중학교,경북,일반중학교,25,8
성주여자중학교,경북,일반중학교,223,20
수륜중학교,경북,일반중학교,29,10
석적중학교,경북,일반중학교,586,57
동명중학교,경북,일반중학교,35,9
북삼중학교,경북,일반중학교,508,50
신동중학교,경북,일반중학교,14,5
석전중학교,경북,일반중학교,267,29
약목중학교,경북,일반중학교,97,19
인평중학교,경북,일반중학교,360,33
왜관중학교,경북,일반중학교,265,28
장곡중학교,경북,일반중학교,603,55
순심중학교,경북,일반중학교,219,18
순심여자중학교,경북,일반중학교,219,17
감천중학교,경북,일반중학교,19,9
예천중학교,경북,일반중학교,98,21
예천여자중학교,경북,일반중학교,173,22
용궁중학교,경북,일반중학교,20,12
용문중학교,경북,일반중학교,24,10
지보중학교,경북,일반중학교,15,11
풍양중학교,경북,일반중학교,15,10
대창중학교,경북,일반중학교,104,15
은풍중학교,경북,일반중학교,39,9
물야중학교,경북,일반중학교,11,7
봉화중학교,경북,일반중학교,253,28
석포중학교,경북,일반중학교,44,11
소천중학교,경북,일반중학교,8,11
청량중학교,경북,일반중학교,66,18
춘양중학교서벽분교장,경북,일반중학교,10,8
춘양중학교,경북,일반중학교,27,9
기성중학교,경북,일반중학교,23,9
매화중학교,경북,일반중학교,14,10
부구중학교,경북,일반중학교,121,18
온정중학교,경북,일반중학교,13,9
울진중학교,경북,일반중학교,491,50
죽변중학교,경북,일반중학교,80,16
평해중학교,경북,일반중학교,17,8
후포중학교,경북,일반중학교,148,18
울릉중학교,경북,일반중학교,108,18
경상고등학교,경남,일반고등학교,515,49
산청고등학교,경남,일반고등학교,338,44
경상국립대학교사범대학부설고등학교,경남,일반고등학교,442,52
거제중앙고등학교,경남,일반고등학교,992,74
거창여자고등학교,경남,일반고등학교,265,39
아림고등학교,경남,일반고등학교,186,29
고성중앙고등학교,경남,일반고등학교,334,44
곤양고등학교,경남,일반고등학교,41,14
금남고등학교,경남,일반고등학교,93,23
김해가야고등학교,경남,일반고등학교,715,62
김해경원고등학교,경남,일반고등학교,689,65
김해고등학교,경남,일반고등학교,615,59
김해대청고등학교,경남,일반고등학교,1068,92
김해분성여자고등학교,경남,일반고등학교,548,60
김해분성고등학교,경남,일반고등학교,642,57
김해삼문고등학교,경남,일반고등학교,1084,92
김해여자고등학교,경남,일반고등학교,628,65
구산고등학교,경남,일반고등학교,656,56
남해제일고등학교,경남,일반고등학교,336,42
단성고등학교,경남,일반고등학교,108,18
대곡고등학교,경남,일반고등학교,19,15
창원북면고등학교,경남,일반고등학교,282,30
덕산고등학교,경남,일반고등학교,59,11
마산가포고등학교,경남,일반고등학교,418,41
마산고등학교,경남,일반고등학교,502,59
마산용마고등학교,경남,일반고등학교,490,49
마산구암고등학교,경남,일반고등학교,416,45
마산내서여자고등학교,경남,일반고등학교,699,71
마산여자고등학교,경남,일반고등학교,491,53
명신고등학교,경남,일반고등학교,627,57
밀양고등학교,경남,일반고등학교,500,53
밀양여자고등학교,경남,일반고등학교,282,36
삼가고등학교,경남,일반고등학교,77,20
삼천포중앙고등학교,경남,일반고등학교,301,35
진주중앙고등학교,경남,일반고등학교,578,63
신등고등학교,경남,일반고등학교,18,12
안의고등학교,경남,일반고등학교,107,18
야로고등학교,경남,일반고등학교,57,16
김해삼방고등학교,경남,일반고등학교,594,61
