회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
2635,690000,690000,,주방가전,본  점,1,1.0,0.0,0,1
2636,96951590,39520000,8756100.0,골프,잠실점,14,1.714285714,0.5,17,1
2637,3150000,1750000,161500.0,일용잡화,본  점,3,2.0,0.0,75,0
2638,64512400,34175000,,시티웨어,본  점,4,2.0,0.25,56,0
2639,99563710,14960000,280000.0,가공식품,관악점,23,3.869565217,0.348314607,14,0
2640,468000,468000,,피혁잡화,청량리점,1,1.0,0.0,0,0
2641,127200,116600,,축산가공,본  점,1,3.0,0.0,0,0
2642,420220480,39100000,41494200.0,가공식품,본  점,79,2.683544304,0.377358491,4,1
2643,181642510,32428000,,디자이너,본  점,14,3.214285714,0.0,19,1
2644,39022040,11000000,,화장품,대전점,15,2.466666667,0.432432432,23,1
2645,214065250,55272000,22275000.0,기타,잠실점,20,3.25,0.153846154,16,0
2646,113801270,21781000,1035000.0,기타,강남점,20,4.25,0.670588235,16,0
2647,99000,50000,,수산품,잠실점,1,3.0,0.0,0,0
2648,20454200,8464000,5944000.0,가공식품,잠실점,22,2.863636364,0.380952381,14,0
2649,645350,874000,912000.0,섬유잡화,미아점,3,3.333333333,0.8,42,1
2650,55578750,5702400,,농산물,잠실점,29,2.827586207,0.048780488,12,0
2651,51018500,38016000,1620000.0,남성 캐주얼,본  점,11,1.090909091,0.416666667,23,1
2652,24433200,15180000,,기타,분당점,5,2.4,0.75,30,1
2653,446420750,60480000,121250000.0,디자이너,부산본점,45,2.377777778,0.037383178,7,1
2654,134216000,44328000,,아동,광주점,22,2.181818182,0.25,15,1
2655,23100000,14700000,,남성정장,잠실점,2,1.0,0.0,129,1
2656,137400,79200,,차/커피,본  점,1,3.0,0.0,0,1
2657,1260000,780000,,섬유잡화,영등포점,2,1.5,1.0,63,0
2658,268397660,27000000,,기타,광주점,85,13.12941176,0.051971326,4,1
2659,8750000,8750000,,스포츠,청량리점,1,1.0,0.0,0,0
2660,4293000,3996000,,건강식품,본  점,2,1.0,0.0,24,1
2661,33414000,30096000,,모피/피혁,영등포점,4,2.25,0.111111111,27,0
2662,1100000,1100000,,골프,일산점,1,1.0,0.0,0,1
2663,897300,478400,,캐주얼,본  점,3,2.0,0.0,16,0
2664,1000000,960000,,화장품,영등포점,1,2.0,0.0,0,1
2665,64352400,25448600,12166000.0,명품,부산본점,11,3.818181818,0.142857143,30,0
2666,69093870,23210000,40305000.0,가공식품,대전점,78,4.641025641,0.26519337,4,0
2667,217500000,9754800,16570900.0,가공식품,본  점,140,3.257142857,0.293859649,2,0
2668,1848000,1848000,,구두,본  점,1,1.0,0.0,0,1
2669,2766600,2260800,,농산물,본  점,3,2.333333333,0.142857143,56,0
2670,446824380,48004000,14500000.0,가공식품,잠실점,160,5.9,0.231991525,2,0
2671,224730800,45000000,22989000.0,스포츠,광주점,26,2.730769231,0.309859155,12,0
2672,10375180,1164800,,가공식품,본  점,30,3.4,0.333333333,10,1
2673,74720220,19550000,10062000.0,가공식품,동래점,26,5.076923077,0.484848485,13,0
2674,750000,720000,,시티웨어,분당점,1,2.0,0.0,0,0
2675,101026850,24864000,252000.0,기타,본  점,26,2.269230769,0.118644068,6,1
2676,29192000,21660000,,일용잡화,영등포점,5,1.4,0.857142857,28,1
2677,31012480,11210000,,수산품,본  점,30,1.933333333,0.068965517,11,1
2678,46194200,43750000,,구두,본  점,2,1.5,0.666666667,62,1
2679,57220000,5896000,200000.0,캐주얼,본  점,21,2.142857143,0.4,17,0
2680,58292000,12900000,179100.0,캐주얼,본  점,14,1.928571429,0.222222222,21,0
2681,62394400,10890000,,디자이너,본  점,18,1.222222222,0.409090909,19,1
2682,2775000,2775000,,남성 캐주얼,분당점,1,1.0,1.0,0,1
2683,49590500,9444000,,화장품,부산본점,13,1.307692308,0.235294118,24,0
2684,17440000,11500000,,시티웨어,대전점,2,1.0,0.0,98,0
2685,288000,288000,,주류,잠실점,1,1.0,0.0,0,1
2686,226993430,67368000,33617000.0,기타,영등포점,21,2.0,0.476190476,12,1
2687,29161000,24576000,,명품,잠실점,2,1.5,0.0,1,0
2688,277667640,42000000,146397000.0,디자이너,광주점,48,1.666666667,0.275,7,0
2689,268196320,80520000,31460000.0,화장품,본  점,32,1.5,0.291666667,10,0
2690,705635370,21924000,83354800.0,캐주얼,영등포점,142,2.281690141,0.336419753,2,1
2691,38000,38000,,캐주얼,잠실점,1,1.0,1.0,0,1
2692,1200000,1140000,,섬유잡화,노원점,1,2.0,1.0,0,1
2693,314678080,33000000,9749000.0,가공식품,영등포점,63,3.825396825,0.236514523,5,1
2694,1513972740,236210000,64032000.0,디자이너,본  점,77,2.181818182,0.178571429,4,0
2695,28411980,10750000,,기타,분당점,9,2.888888889,0.0,33,0
2696,0,170000,700700.0,차/커피,일산점,2,9.0,0.0,4,0
2697,20600000,19776000,,시티웨어,강남점,1,2.0,0.0,0,0
2698,1016018480,95784000,106829300.0,캐주얼,본  점,72,3.25,0.222222222,4,0
2699,5290900,4300000,1243200.0,기타,분당점,4,2.25,0.444444444,50,0
2700,15012000,15000000,,가공식품,영등포점,2,1.0,0.0,11,1
2701,11416850,9292000,2576000.0,기타,잠실점,8,2.5,0.0,39,1
2702,52000,52000,,축산가공,본  점,1,1.0,0.0,0,1
2703,66743500,19000000,,가공식품,잠실점,13,2.076923077,0.333333333,18,0
2704,71460000,71460000,,가구,본  점,1,1.0,1.0,0,1
2705,2400000,2280000,,섬유잡화,본  점,1,2.0,1.0,0,1
2706,66475920,10120000,7098000.0,농산물,부평점,42,5.547619048,0.278969957,8,0
2707,75900000,75900000,,모피/피혁,분당점,1,1.0,1.0,0,0
2708,50673760,9987500,17173500.0,시티웨어,분당점,18,2.888888889,0.346153846,19,1
2709,368227400,31245000,14895000.0,기타,본  점,47,3.659574468,0.441860465,7,0
2710,239639400,31680000,,가공식품,잠실점,25,3.76,0.191489362,14,1
2711,734000,325000,,농산물,안양점,2,4.5,0.111111111,134,0
2712,1600000,1600000,,스포츠,잠실점,1,1.0,0.0,0,1
2713,479582910,43512000,3013100.0,구두,광주점,56,2.357142857,0.204545455,6,0
2714,119010,80000,,기타,안양점,1,5.0,0.0,0,0
2715,386000,204000,,섬유잡화,부산본점,2,1.5,0.0,104,1
2716,445702060,77000000,24597600.0,캐주얼,본  점,48,4.645833333,0.269058296,7,0
2717,49030640,13053600,11376000.0,기타,본  점,14,1.571428571,0.227272727,21,1
2718,178212410,15237000,,가공식품,본  점,37,2.189189189,0.530864198,9,0
2719,557200,375000,,기타,본  점,1,5.0,0.0,0,0
2720,7992000,3996000,,건강식품,노원점,2,1.0,0.5,49,0
2721,14150000,9057600,,골프,영등포점,2,2.5,0.4,83,0
2722,67649000,15036000,,화장품,부산본점,14,1.857142857,0.423076923,25,0
2723,6072110,2950000,,육류,잠실점,5,2.6,0.692307692,55,1
2724,62207110,21947200,,농산물,본  점,21,3.476190476,0.164383562,13,0
2725,4687000,6888000,6888000.0,액세서리,영등포점,2,2.5,0.8,1,0
2726,1362000,1050000,,화장품,분당점,2,1.0,0.5,65,1
2727,2288000,2200000,,캐주얼,동래점,1,2.0,1.0,0,1
2728,51250,40000,,육류,부산본점,1,2.0,0.0,0,1
2729,7165800,5525000,,기타,안양점,1,7.0,1.0,0,1
2730,65470600,11109000,400000.0,가공식품,잠실점,13,2.461538462,0.09375,21,1
2731,5762000,1311000,,가공식품,본  점,7,1.714285714,0.166666667,45,0
2732,42411480,23989000,,가공식품,본  점,4,3.75,0.0,70,1
2733,286980530,49944000,,농산물,일산점,85,6.741176471,0.455497382,4,1
2734,16735600,2875000,,화장품,분당점,6,2.166666667,0.153846154,34,1
2735,26649000,10675000,,화장품,부산본점,4,1.0,0.25,72,0
2736,302583510,17000000,,기타,부평점,68,6.426470588,0.258581236,5,1
2737,42180000,15750000,,남성 캐주얼,동래점,7,2.142857143,0.133333333,44,1
2738,81575000,18555000,23395600.0,기타,잠실점,16,1.6875,0.111111111,21,0
2739,321342150,74118000,74118000.0,디자이너,잠실점,39,2.41025641,0.244680851,9,0
2740,3000000,3000000,,아동,강남점,1,1.0,1.0,0,0
2741,127478800,13992000,,디자이너,영등포점,16,1.625,0.192307692,20,0
2742,3976000,2950000,,모피/피혁,인천점,3,1.333333333,0.0,63,1
2743,20204100,4550000,,란제리/내의,잠실점,6,2.833333333,0.0,48,0
2744,24939200,14916000,1375000.0,디자이너,영등포점,3,1.666666667,0.6,2,1
2745,105784940,20400000,,가공식품,광주점,17,6.941176471,0.118644068,20,0
2746,213713200,117480000,,기타,일산점,15,2.066666667,0.129032258,23,0
2747,7509600,3369600,,주류,본  점,4,2.25,0.0,50,1
2748,172550,171300,,기타,분당점,1,2.0,0.0,0,1
2749,2534400,1932000,,수산품,본  점,1,3.0,1.0,0,0
2750,6560000,4860000,,섬유잡화,일산점,3,1.666666667,0.2,54,0
2751,15263820,8400000,,차/커피,분당점,5,2.8,0.0,64,0
2752,739850,738600,,육류,영등포점,1,2.0,0.0,0,1
2753,69032750,7584000,12045000.0,시티웨어,일산점,29,2.275862069,0.727272727,11,0
2754,57857250,15210000,950000.0,기타,본  점,25,3.12,0.166666667,12,0
2755,84996000,36850000,1950000.0,셔츠,본  점,10,1.4,0.428571429,21,1
2756,6462800,4440000,990000.0,캐주얼,일산점,9,2.0,0.0,26,1
2757,389186630,37824000,56515600.0,육류,영등포점,62,4.5,0.616487455,5,0
2758,58438950,1620000,,농산물,분당점,34,12.08823529,0.155717762,10,1
2759,4659600,1470000,,수산품,본  점,7,2.285714286,0.0625,44,0
2760,16650350,5954000,,가공식품,강남점,5,7.2,0.25,43,1
2761,184657670,8750000,23649000.0,농산물,본  점,72,4.527777778,0.153374233,4,0
2762,187509810,16606000,4807000.0,차/커피,본  점,47,2.574468085,0.223140496,7,0
2763,96000,18000,,가공식품,본  점,4,2.0,0.5,20,1
2764,230428880,17240800,5824000.0,농산물,분당점,106,3.273584906,0.30259366,3,0
2765,756900,242000,,기타,미아점,2,5.0,0.0,13,1
2766,9510500,6116000,11816000.0,수산품,잠실점,11,3.090909091,0.088235294,23,0
2767,32222740,4320000,437000.0,기타,강남점,28,1.785714286,0.42,12,0
2768,23806600,20700000,7838000.0,기타,강남점,8,1.75,0.285714286,21,0
2769,12078640,3000000,,기타,미아점,2,11.5,0.695652174,8,0
2770,15549130,7898000,,기타,본  점,9,2.333333333,0.142857143,37,1
2771,28122400,12390000,2725000.0,가공식품,잠실점,7,3.285714286,0.565217391,43,1
2772,12430000,5520000,,디자이너,잠실점,3,1.333333333,0.25,68,0
2773,358336570,38328000,30868000.0,시티웨어,인천점,28,3.964285714,0.333333333,8,0
2774,7348500,3420000,,모피/피혁,포항점,1,3.0,0.0,0,0
2775,34461150,5097600,,기타,본  점,18,1.944444444,0.085714286,18,1
2776,25373600,7475000,,남성 캐주얼,영등포점,4,1.5,1.0,75,1
2777,12176370,8400000,,육류,대전점,4,4.0,0.875,48,0
2778,151362880,36036000,985000.0,농산물,분당점,12,5.916666667,0.492957746,26,0
2779,1416000,1416000,,커리어,본  점,1,1.0,0.0,0,1
2780,2491150,1335000,,농산물,잠실점,2,5.0,0.6,51,1
2781,25032500,24031200,,캐주얼,부산본점,1,2.0,0.0,0,0
2782,18684440,9175000,1725000.0,일용잡화,강남점,7,6.0,0.023809524,38,0
2783,143333800,30600000,,화장품,본  점,17,2.352941176,0.3,19,0
2784,880000,836000,,섬유잡화,본  점,1,2.0,1.0,0,1
2785,66591870,7125000,,가공식품,본  점,25,3.32,0.289156627,13,0
2786,71463150,10580000,,농산물,부산본점,42,7.428571429,0.051282051,8,0
2787,63941350,15975000,1311000.0,농산물,미아점,22,10.54545455,0.318965517,16,0
2788,144927950,24400000,10011100.0,골프,대전점,16,3.1875,0.31372549,20,1
2789,27275700,7766000,,기타,분당점,10,8.4,0.523809524,30,0
2790,2760000,2760000,,가공식품,본  점,1,1.0,0.0,0,1
2791,26976240,9492800,18334800.0,커리어,본  점,6,2.833333333,0.0,4,0
2792,15668700,6525000,,화장품,부산본점,2,3.0,0.666666667,44,0
2793,107113880,28176000,22458000.0,일용잡화,분당점,17,5.705882353,0.360824742,19,0
2794,14428720,2640000,2404000.0,가공식품,본  점,52,3.019230769,0.108280255,6,0
2795,8129600,6505600,,가공식품,강남점,4,1.0,0.25,47,0
2796,193249900,21250000,26310600.0,기타,본  점,56,2.607142857,0.51369863,6,0
2797,28996000,12980000,,시티웨어,잠실점,2,2.5,0.0,68,1
2798,595280,251500,,육류,관악점,1,4.0,0.0,0,1
2799,2967000,2967000,,시티웨어,영등포점,1,1.0,0.0,0,0
2800,7303000,6417000,,섬유잡화,인천점,3,1.333333333,0.75,59,0
2801,33932910,21528000,,기타,분당점,19,2.578947368,0.163265306,17,1
2802,516317780,91080000,81586860.0,디자이너,일산점,69,2.666666667,0.211956522,5,0
2803,62181900,13024000,,주방용품,본  점,11,3.090909091,0.088235294,28,1
2804,697320,472320,,주류,분당점,1,5.0,0.0,0,1
2805,133650,99000,,가공식품,본  점,1,4.0,0.0,0,1
2806,42835600,8660000,2839000.0,시티웨어,광주점,15,2.333333333,0.314285714,10,0
2807,19996200,7500000,,기타,잠실점,6,2.666666667,0.0,45,0
2808,172587080,19320000,46734500.0,기타,분당점,91,5.582417582,0.320866142,3,0
2809,2161400,1982400,,가공식품,일산점,2,3.5,0.0,0,0
2810,109318210,10374000,36246400.0,캐주얼,잠실점,74,3.256756757,0.319502075,4,0
2811,369200,84900,,가공식품,잠실점,4,3.0,0.5,39,0
2812,93604280,20750000,,화장품,강남점,12,1.916666667,0.304347826,20,0
2813,360199100,36890000,,화장품,영등포점,57,1.964912281,0.258928571,6,1
2814,119449830,29581200,100000.0,디자이너,본  점,12,1.916666667,0.347826087,30,0
2815,95811660,24500000,,기타,미아점,44,4.977272727,0.547945205,8,1
2816,210000,210000,,농산물,본  점,1,1.0,0.0,0,1
2817,30914080,7500000,,건강식품,본  점,10,1.6,0.25,26,0
2818,265621600,87768000,215804500.0,디자이너,잠실점,34,1.911764706,0.261538462,9,0
2819,217388590,11044000,2215000.0,기타,분당점,74,2.594594595,0.3125,4,0
2820,3595560,335500,,기타,잠실점,13,4.538461538,0.118644068,21,1
2821,11246990,3088000,,농산물,분당점,11,3.272727273,0.75,28,1
2822,156976400,41690000,82814000.0,디자이너,일산점,25,2.16,0.296296296,13,0
2823,18923120,8418000,,기타,잠실점,3,3.333333333,0.9,15,0
2824,25904000,5400000,,기타,강남점,9,1.888888889,0.352941176,23,0
2825,143865250,12374000,32729100.0,가공식품,잠실점,82,2.658536585,0.467889908,4,0
2826,9824000,22500000,23750000.0,모피/피혁,분당점,5,3.2,0.4375,2,0
2827,70063010,16368000,7392000.0,기타,분당점,21,3.285714286,0.463768116,14,1
2828,4368000,4368000,,시티웨어,본  점,1,1.0,0.0,0,0
2829,93368900,26438400,,가공식품,본  점,5,5.4,0.37037037,58,0
2830,30567000,10580000,,기타,본  점,7,1.571428571,0.0,29,1
2831,5892000,3975000,3960000.0,골프,영등포점,4,2.0,0.0,28,0
2832,794064520,155250000,27406300.0,건강식품,본  점,56,4.017857143,0.346666667,6,1
2833,150654980,13419000,9592100.0,명품,본  점,73,1.917808219,0.257142857,4,0
2834,17792200,11225000,7920000.0,남성 캐주얼,본  점,5,2.0,0.0,52,0
2835,248862500,44000000,4576000.0,기타,본  점,25,1.96,0.448979592,12,1
2836,11877400,4704000,,가공식품,청량리점,10,2.1,0.857142857,32,1
2837,26948400,6975000,15838000.0,스포츠,분당점,36,1.805555556,0.261538462,8,0
2838,167820600,14875000,6175000.0,시티웨어,잠실점,36,2.194444444,0.518987342,9,0
2839,944788710,125810000,257891700.0,디자이너,잠실점,83,2.192771084,0.120879121,4,0
2840,1755400,429000,,수산품,본  점,2,5.5,0.181818182,36,0
2841,632505460,70400000,1323300.0,아동,영등포점,106,2.29245283,0.46090535,3,0
2842,74721000,22113000,4050000.0,명품,본  점,16,1.4375,0.173913043,18,0
2843,740600,700000,,일용잡화,일산점,2,1.5,1.0,34,0
2844,79967220,20568000,3105000.0,기타,광주점,16,2.1875,0.142857143,18,1
2845,1667000,1475000,,골프,잠실점,2,1.0,1.0,45,0
2846,176167380,11760000,,기타,분당점,57,2.719298246,0.24516129,5,1
2847,357134400,30272000,167125420.0,디자이너,관악점,93,2.215053763,0.354368932,3,0
2848,19980000,7992000,,건강식품,강남점,3,1.0,0.333333333,52,0
2849,115000,60000,,육류,잠실점,1,3.0,0.0,0,0
2850,81765810,14325000,6003000.0,골프,잠실점,21,2.047619048,0.348837209,16,0
2851,445258440,70187000,26501800.0,명품,본  점,50,2.38,0.336134454,7,1
2852,17121400,6247200,,수산품,본  점,5,2.0,0.4,38,1
2853,3526000,2760000,,섬유잡화,일산점,2,2.5,0.0,3,0
2854,352213520,23848000,,기타,잠실점,21,3.714285714,0.474358974,16,0
2855,526154100,34224000,35829000.0,디자이너,분당점,66,3.575757576,0.203389831,5,0
2856,146383800,18560000,,화장품,본  점,20,1.6,0.09375,16,0
2857,3135270,1248000,,가공식품,본  점,2,12.5,1.0,7,1
2858,595000,595000,,화장품,본  점,1,1.0,1.0,0,0
2859,157326540,49366800,10512500.0,농산물,분당점,21,2.80952381,0.440677966,16,0
2860,100150,62000,,가공식품,잠실점,2,2.0,0.25,14,1
2861,39408340,14234000,16461000.0,기타,분당점,13,3.538461538,0.52173913,25,0
2862,85866250,14625000,2400000.0,기타,청량리점,14,2.857142857,0.25,21,1
2863,416726010,75072000,298832400.0,디자이너,부산본점,68,2.382352941,0.203703704,5,0
2864,4533500,3105000,,가공식품,광주점,1,8.0,0.0,0,1
2865,1837630,686000,,육류,영등포점,7,1.428571429,0.5,34,1
2866,13005960,5736960,,시티웨어,영등포점,4,1.25,0.8,65,0
2867,105402500,26750000,13810000.0,골프,광주점,14,1.285714286,0.055555556,14,0
2868,13800000,13800000,,명품,영등포점,1,1.0,1.0,0,1
2869,2797000,1512000,,농산물,본  점,3,2.333333333,0.0,58,0
2870,35972270,6250000,,가공식품,분당점,8,5.125,0.048780488,43,0
2871,6464000,6125000,,수산품,잠실점,4,2.0,0.5,13,0
2872,3784000,2725000,,시티웨어,분당점,1,3.0,0.0,0,0
2873,1000000,1000000,,명품,부산본점,1,1.0,0.0,0,0
2874,171609400,17535000,38446000.0,디자이너,본  점,39,1.666666667,0.123076923,8,0
2875,7768680,5700000,,캐주얼,관악점,3,2.333333333,1.0,54,1
2876,7682940,506000,,축산가공,영등포점,8,7.75,0.580645161,34,0
2877,10500000,10500000,,남성정장,노원점,1,1.0,0.0,0,1
2878,24121790,5500000,,기타,본  점,8,3.125,0.72,42,1
2879,11487000,9975000,,남성 캐주얼,영등포점,2,1.0,0.5,156,0
2880,112516760,9834000,,농산물,부산본점,25,4.08,0.284313725,14,0
2881,20655400,7992000,,기타,강남점,13,3.538461538,0.173913043,27,1
2882,10057000,5377000,,디자이너,잠실점,2,1.5,0.0,0,0
2883,3502100,1806000,1806000.0,수산품,본  점,3,4.333333333,0.461538462,57,0
2884,64266700,10500000,7344000.0,캐주얼,관악점,15,2.533333333,0.263157895,20,0
2885,59194520,7337000,3105000.0,아동,잠실점,20,3.0,0.6,15,0
2886,132809150,24258000,,디자이너,본  점,16,1.5,0.0,20,0
2887,201236330,47952000,,가공식품,본  점,19,4.368421053,0.506024096,17,0
2888,195117700,20328000,10000000.0,디자이너,잠실점,22,2.409090909,0.283018868,15,1
2889,7947410,4825000,675000.0,기타,광주점,5,2.6,0.076923077,23,1
2890,49838650,9306000,,기타,분당점,13,2.615384615,0.294117647,25,1
2891,62689690,7636800,20226600.0,화장품,본  점,28,2.428571429,0.411764706,11,0
2892,6466000,1700000,1700000.0,가공식품,영등포점,11,2.272727273,0.36,23,1
2893,591340,402400,,가공식품,본  점,3,2.666666667,0.0,63,1
2894,45103600,4882500,,가공식품,분당점,25,2.76,0.188405797,13,1
2895,885000,649000,,모피/피혁,부평점,1,2.0,0.0,0,0
2896,520000,500000,,셔츠,일산점,1,2.0,0.0,0,1
2897,44546600,6325000,2280000.0,가공식품,영등포점,16,2.3125,0.405405405,20,0
2898,8547600,5544000,,스포츠,본  점,2,1.5,0.666666667,69,0
2899,15896960,10800000,,육류,동래점,5,3.2,0.75,40,0
2900,106921520,27540000,3716400.0,농산물,본  점,72,3.208333333,0.19047619,4,0
2901,11100000,7150000,,피혁잡화,본  점,2,1.5,0.0,6,1
2902,131416640,18727200,,화장품,청량리점,21,2.952380952,0.290322581,16,1
2903,2728000,1380000,420000.0,육류,일산점,12,1.5,0.333333333,27,0
2904,5723600,5225000,,가공식품,본  점,3,2.333333333,0.0,89,0
2905,27490000,15824000,,가공식품,본  점,4,1.25,0.0,61,0
2906,39759200,15276800,7338000.0,디자이너,본  점,10,1.2,0.166666667,19,0
2907,94152000,18675000,,시티웨어,동래점,7,3.285714286,0.0,34,0
2908,112242240,17640000,3114400.0,농산물,본  점,46,4.52173913,0.230769231,7,0
2909,27185700,9750000,,화장품,영등포점,4,4.0,0.4375,84,0
2910,240000,240000,,일용잡화,본  점,1,1.0,0.0,0,0
2911,340923510,15575000,,농산물,부산본점,89,10.60674157,0.662076271,4,0
2912,305807500,30600000,95577500.0,기타,본  점,48,2.375,0.096491228,7,0
2913,49855600,17500000,5326200.0,명품,본  점,11,1.454545455,0.3125,22,1
2914,7059200,3200000,5094000.0,기타,잠실점,11,3.090909091,0.617647059,11,0
2915,14056000,8032000,,생활잡화,본  점,1,2.0,0.0,0,1
2916,1696330,750000,,기타,분당점,2,7.0,0.285714286,34,0
2917,2134800,1545000,,가공식품,부산본점,3,1.666666667,0.6,88,0
2918,534000,444000,,육류,동래점,2,1.0,0.5,93,1
2919,105146200,15780000,,기타,본  점,16,2.375,0.052631579,19,0
2920,289149100,78096000,47084000.0,캐주얼,대전점,58,2.672413793,0.141935484,6,0
2921,200000,110000,,농산물,본  점,1,2.0,1.0,0,1
2922,121379900,44880000,29106000.0,기타,미아점,39,3.615384615,0.234042553,8,0
2923,54424600,44400000,,기타,분당점,8,8.25,0.0,33,1
2924,154688000,46008000,3087000.0,농산물,광주점,39,2.58974359,0.108910891,9,0
2925,134545200,20982000,,기타,잠실점,18,3.055555556,0.054545455,18,1
2926,28673400,19826000,,피혁잡화,노원점,1,6.0,0.0,0,0
2927,26387350,15000000,,기타,부산본점,6,2.333333333,0.5,56,0
2928,21120000,7260000,,수산품,본  점,3,1.0,0.333333333,73,1
2929,120310000,24500000,1904000.0,화장품,본  점,11,2.0,0.681818182,27,0
2930,11177000,4440000,444000.0,주방용품,본  점,5,1.8,0.444444444,55,0
2931,165100410,27000000,21625000.0,가공식품,대전점,19,4.421052632,0.05952381,18,0
2932,38657040,7920000,,시티웨어,잠실점,15,2.066666667,0.322580645,15,0
2933,136995960,28704000,46711100.0,디자이너,영등포점,36,2.194444444,0.278481013,9,0
2934,214500,156000,,수산품,본  점,1,2.0,0.0,0,0
2935,85000,60000,,육류,영등포점,1,2.0,0.0,0,1
2936,51964740,18239000,2130000.0,기타,일산점,18,2.055555556,0.324324324,18,1
2937,56852570,12125000,,화장품,본  점,18,1.611111111,0.172413793,16,0
2938,15712940,4180000,,기타,분당점,19,3.157894737,0.416666667,12,0
2939,39459570,1612110,,기타,대전점,25,9.0,0.186666667,14,1
2940,68028000,48990000,2550000.0,시티웨어,본  점,4,1.75,0.142857143,24,0
2941,1500000,1500000,,남성정장,부평점,1,1.0,0.0,0,1
2942,137250,84000,,기타,본  점,1,4.0,0.0,0,0
2943,166079080,49020000,,농산물,본  점,45,4.333333333,0.246153846,5,0
2944,30054400,5040000,2000000.0,기타,본  점,9,3.333333333,0.4,28,1
2945,103379690,52800000,,수산품,본  점,1,5.0,0.0,0,0
2946,25593200,17760000,15341400.0,일용잡화,잠실점,8,2.0,0.0,27,0
2947,13481600,7040000,,골프,분당점,1,2.0,0.0,0,0
2948,214920170,52670000,,수산품,본  점,39,2.102564103,0.414634146,8,0
2949,7917000,5475000,11576000.0,시티웨어,본  점,13,1.538461538,0.4,10,0
2950,3250000,1104000,,시티웨어,강남점,3,2.333333333,0.0,70,0
2951,40477920,27416000,,수산품,본  점,8,2.5,0.5,19,1
2952,1263583920,161736000,165172000.0,디자이너,본  점,103,3.067961165,0.088607595,3,0
2953,116602980,42680000,119676000.0,디자이너,미아점,34,2.117647059,0.347222222,10,0
2954,360680090,38425000,,스포츠,분당점,23,3.130434783,0.430555556,14,0
2955,188097900,11040000,10510200.0,가공식품,동래점,26,4.115384615,0.654205607,12,1
2956,166846400,18060000,43295400.0,캐주얼,대전점,43,2.465116279,0.443396226,8,0
2957,1710800,1300000,,가공식품,일산점,2,1.5,0.333333333,50,0
2958,32674250,11500000,,기타,잠실점,11,2.0,0.318181818,31,1
2959,50694000,21600000,1250000.0,가공식품,잠실점,10,1.4,0.428571429,33,0
2960,11977000,10752000,1080000.0,섬유잡화,잠실점,3,2.666666667,0.625,78,0
2961,11345600,5320000,,화장품,분당점,4,2.0,0.0,26,1
2962,2237900,2140600,,남성 캐주얼,센텀시티점,1,2.0,1.0,0,1
2963,62460390,13750000,,농산물,잠실점,26,10.30769231,0.350746269,11,0
2964,552407800,28644000,26721000.0,디자이너,대전점,81,2.296296296,0.139784946,4,0
2965,271162700,71300000,145029000.0,기타,본  점,60,2.566666667,0.188311688,5,0
2966,308784480,21750000,19813000.0,기타,본  점,51,3.333333333,0.417647059,6,0
2967,2534000,1470000,1228800.0,구두,영등포점,3,2.0,0.333333333,36,0
2968,9323600,2850000,,건강식품,잠실점,5,1.6,0.25,46,0
2969,1470000,1470000,,화장품,본  점,1,1.0,1.0,0,0
2970,213213560,139400000,,주방용품,본  점,4,4.75,0.105263158,81,1
2971,126872000,32400000,12597000.0,기타,미아점,21,3.571428571,0.32,16,1
2972,50067100,6500000,,화장품,영등포점,15,1.733333333,0.192307692,22,0
2973,69004530,17000000,,일용잡화,부산본점,17,2.647058824,0.177777778,20,0
2974,141584830,25000000,,기타,일산점,27,8.074074074,0.357798165,11,1
2975,7084000,7084000,,시티웨어,노원점,1,1.0,0.0,0,0
2976,2365000,1265000,,젓갈/반찬,본  점,2,1.5,0.0,47,1
2977,24008900,19460000,,가공식품,분당점,4,4.25,0.823529412,32,0
2978,2816000,3498000,3816000.0,가공식품,노원점,4,4.25,0.176470588,18,0
2979,20050010,2760000,4606400.0,축산가공,부산본점,65,5.769230769,0.069333333,5,0
2980,560540800,30000000,18276400.0,트래디셔널,본  점,50,1.96,0.448979592,7,0
2981,95483500,22412500,,디자이너,잠실점,9,1.666666667,0.266666667,26,0
2982,57194500,29337000,,디자이너,분당점,4,1.25,0.2,70,0
2983,167854750,104400000,169806000.0,명품,본  점,73,1.945205479,0.345070423,4,0
2984,94906300,5872000,,화장품,본  점,29,2.172413793,0.111111111,11,0
2985,102475740,30970000,27939100.0,가공식품,부산본점,43,3.186046512,0.474452555,8,0
2986,12760850,3720000,,캐주얼,노원점,13,1.769230769,0.347826087,23,0
2987,15032000,8360000,,가공식품,본  점,8,3.0,0.041666667,35,0
2988,166000,101200,,수산품,대전점,1,2.0,1.0,0,1
2989,408176060,17641000,11688000.0,농산물,청량리점,211,6.298578199,0.20993228,1,0
2990,27492150,5101200,,건강식품,분당점,14,1.642857143,0.565217391,23,0
2991,4735400,1840000,,캐주얼,일산점,5,1.8,0.333333333,50,1
2992,11849470,594000,,기타,강남점,20,8.55,0.397660819,7,1
2993,31920000,22350000,,시티웨어,본  점,3,1.0,0.333333333,77,0
2994,5280600,1920000,,섬유잡화,본  점,3,1.666666667,0.2,106,1
2995,23093780,11160000,,가공식품,강남점,6,6.833333333,0.024390244,54,1
